a,i,0,0
abo,absorbed,0,0
beneath,above,0,0
ad,about,0,0
i,i,1,1
adove,above,100,4
execpted,accepted,0,0
acsdent,accident,100,4
of,about,0,0
abote,about,0,0
teusday,tuesday,1,1
i,a,0,0
alb,able,0,0
mrs,mr,10000000,128
absorb,absurd,100000,32
mis,miss,100000000000,2048
acedent,accident,1000000,64
ah,a,0,0
jaly,july,1,1
obove,above,10,2
mis,mr,0,0
afew,a_few,10,2
dunstan,dunstan's,0,0
acedemic,academic,1,1
acciendent,accident,1,1
chuatackqua,chautauqua,0,0
chawtawque,chautauqua,0,0
franch,french,10000000,128
abou,about,100,4
aball,able,0,0
abot,about,100000,32
accomode,accommodate,10000000,128
chata,chautauqua,0,0
abouth,above,0,0
axed,accident,0,0
shitaka,chautauqua,0,0
austrain,austrian,1000,8
axerdent,accident,1000000000000,4096
exded,accident,0,0
accomnadate,accommodate,1,1
abou,above,0,0
acept,accept,1,1
ataren,accident,0,0
aken,accident,0,0
are,i,0,0
acist,accident,0,0
ubove,above,1,1
axedents,accident,0,0
a_bot,about,0,0
out,about,0,0
ab,albert,0,0
shatacua,chautauqua,0,0
adsurbed,absurd,0,0
acepted,accepted,1,1
accend,accident,0,0
aduv,above,0,0
im,i'm,0,0
afanat,accident,0,0
adot,about,0,0
ascended,accident,0,0
draculla's,dracula's,0,0
it,i,0,0
chatauchuia,chautauqua,0,0
bout,about,100000,32
mr's,mrs,1,1
accompying,accompanying,1,1
we,i,0,0
absurded,absurd,10,2
abilaty,ability,1,1
a_beyied,above,0,0
jun,june,1000000000,512
aburd,absurd,1,1
chataqua,chautauqua,0,0
apuve,above,0,0
chateau,chautauqua,0,0
a_but,about,100000000,256
asedend,accident,0,0
christ_mas,christmas,1,1
chutouko,chautauqua,0,0
acommadition,accommodation,1,1
a_buth,above,0,0
sedent,accident,0,0
acommodiate,accommodate,1,1
thems,thames,0,0
apserved,absurd,0,0
a,above,0,0
abserb,absurd,1000000,64
accomodate,accommodate,1,1
asdent,accident,0,0
upbuve,above,0,0
acomplised,accomplished,1,1
accomedation,accommodation,1,1
apsent,absent,10,2
acdent,accident,0,0
and,accident,0,0
accomdition,accommodation,10,2
abit,a_bit,10000,16
axedet,accident,0,0
ingish,english,1000000,64
absurb,absurd,10,2
abaeth,above,0,0
are,a,0,0
acdone,accordance,0,0
to,about,0,0
miss,mrs,0,0
absurred,absurd,100,4
along,a_long,0,0
abuf,above,0,0
acs,accident,0,0
mrss,mrs,100,4
acsident,accident,1,1
ester,easter,1000000,64
abont,about,10,2
aboer,above,0,0
amercia,america,100,4
feburary,february,1,1
i'v,i've,0,0
chictocua,chautauqua,0,0
accesible,accessible,1,1
acromodate,accommodate,1,1
has,i,0,0
abuot,about,0,0
andires,accident,0,0
exzeptable,acceptable,100000000,256
o,accordingly,0,0
acordenst,accordance,0,0
the,a,0,0
showtalkwa,chautauqua,0,0
adout,about,10,2
aciddent,accident,1,1
accessable,accessible,1,1
i'me,i'm,0,0
i'de,i'd,0,0
arcordance,accordance,1,1
acompamion,accompanying,0,0
i'ld,i'd,0,0
acordian,accordion,100000,32
fench,french,1000000,64
acomodate,accommodate,1,1
abserred,absurd,0,0
acordense,accordance,100,4
desember,december,1,1
axseadent,accident,0,0
chautaqua,chautauqua,0,0
accesing,accessing,0,0
accrode,accrued,0,0
alote,a_lot,0,0
accroud,accrued,10,2
canda,canada,1000000,64
chautauqua,chautauqua,0,0
septenber,september,1,1
absense,absence,1,1
accademic,academic,1,1
acomodation,accommodation,1,1
ablity,ability,1,1
abserid,absurd,10,2
chataque,chautauqua,0,0
esadend,accident,0,0
lot,a_lot,0,0
acounts,accounts,0,0
abouse,abuse,100,4
aciedent,accident,1,1
chataque,chautauqua,0,0
obsured,absurd,1000,8
accompenied,accompanying,100000000,256
accepball,acceptable,100000,32
axident,accident,100,4
aburve,absurd,0,0
cambrige,cambridge,1,1
and,i,0,0
exedent,accident,0,0
asden,accident,0,0
acompilsh,accomplished,0,0
an,a,0,0
abundent,abundant,1,1
aco,accomplished,0,0
chittiqua,chautauqua,0,0
acomedation,accommodation,100,4
abillity,ability,1,1
axs,accident,0,0
chatacque,chautauqua,0,0
chacactur,chautauqua,0,0
chitacwa,chautauqua,0,0
fab,feb,100000,32
a_bueve,above,1000000000,512
condar,accordance,0,0
munday,monday,100,4
achrue,accrued,10000000,128
acaulle,accomplished,0,0
chistupa,chautauqua,0,0
comadation,accommodation,0,0
abunt,about,0,0
acrewed,accrued,0,0
accicent,accident,1,1
a_bout,about,1,1
acctrade,accrued,0,0
accommodiation,accommodation,1,1
chalktwa,chautauqua,0,0
aboat,about,10,2
accrored,accrued,10,2
chottago,chautauqua,0,0
axedent,accident,0,0
andexns,accident,0,0
ackeptable,acceptable,1,1
apirl,april,0,0
septmber,september,1,1
shawtachwa,chautauqua,0,0
accrue,accrued,10,2
shawtowa,chautauqua,0,0
abost,above,0,0
acreued,accrued,1000,8
acommodate,accommodate,1,1
tuseday,tuesday,1,1
abound,about,10000000000,1024
acude,accrued,0,0
abould,about,10000000000000,8192
asurb,absurd,0,0
axcept,accept,10,2
accompagnying,accompanying,1,1
accomhed,accomplished,0,0
adeaut,about,0,0
absurbe,absurd,10,2
anteght,accident,0,0
mayfeild,mayfield,0,0
amusum,a_museum,0,0
febuary,february,1,1
chrismas,christmas,1,1
aboit,about,10,2
abofe,above,10,2
actseptable,acceptable,1,1
acceed,accede,0,0
ld,i,0,0
andandn,accident,0,0
acomplisht,accomplished,1000,8
botuania,botswana,0,0
tusday,tuesday,1,1
and,a,0,0
addinent,accident,10000000000,1024
chatauwkwa,chautauqua,0,0
accedent,accident,1,1
wesh,welsh,1000,8
abowe,above,10,2
absurbed,absurd,1000,8
accrood,accrued,10,2
accruved,accrued,1,1
chitalka,chautauqua,0,0
accrude,accrued,10000000,128
arand,about,0,0
abahe,above,0,0
abhorence,abhorrence,1,1
harcent,accident,0,0
abbility,ability,1,1
exrays,x-rays,0,0
acident,accident,1,1
abse,abstract,0,0
acksecetable,acceptable,10,2
abserbd,absurd,10,2
chauta,chautauqua,0,0
acolpleshed,accomplished,1,1
shtalkwa,chautauqua,0,0
sep,sept,1000000000,512
accondate,accommodate,100000000000,2048
if,i,0,0
acddent,accident,100,4
askedent,accident,1000000,64
aboo,about,0,0
acke,ache,10000,16
abowt,about,10,2
chataqua,chautauqua,0,0
acrude,accrued,0,0
chawtakque,chautauqua,0,0
acorrdens,accordance,0,0
aconplish,accomplished,0,0
chicahwa,chautauqua,0,0
wdendsdy,wednesday,0,0
aciadent,accident,1,1
accostmed,accustomed,1,1
estwood,eastwood,0,0
cinderrella,cinderella,1,1
absorbant,absorbent,1,1
ackcrewd,accrued,10,2
xedet,accident,0,0
accustom,accustomed,100,4
accmodate,accommodate,1,1
exiedent,accident,0,0
acieved,achieved,0,0
accomodiate,accommodate,1,1
asde,accident,0,0
acknowledment,acknowledgement,10,2
accrured,accrued,1,1
except,accept,10000000000000,8192
academicly,academically,1,1
accrowved,accrued,1000000,64
abseved,absurd,0,0
firday,friday,100000000,256
sheto,chautauqua,0,0
chitoqua,chautauqua,0,0
chatogua,chautauqua,0,0
acrud,accrued,100000000,256
is,i,0,0
acsedent,accident,1,1
achei,achievement,0,0
acedcedt,accident,0,0
acordenin,accordance,0,0
alittle,a_little,1,1
able_bodied,able-bodied,1,1
accomdation,accommodation,1,1
advainet,accident,0,0
accompied,accompanying,0,0
wensday,wednesday,100,4
askendent,accident,0,0
ackouledge,acknowledgement,0,0
alook,a_look,0,0
ackcrude,accrued,10000000,128
accompaying,accompanying,1,1
acustomed,accustomed,1,1
a_canet,accident,0,0
wedensday,wednesday,1,1
acconpaning,accompanying,1,1
a_pelt,about,0,0
acomidate,accommodate,0,0
ackceptable,acceptable,1,1
abundence,abundance,1,1
accesion,accession,1,1
i'ed,i'd,0,0
absered,absurd,10000,16
acalern,accomplished,0,0
accrute,accrued,100000,32
shebre,sheba,0,0
shatakwa,chautauqua,0,0
castan,accident,0,0
accroued,accrued,1,1
accomadite,accommodate,1,1
curude,accrued,0,0
feirne,french,0,0
luks,luke's,0,0
accud,accrued,1000000,64
acostom,accustomed,0,0
acolplished,accomplished,1,1
acostum,accustomed,0,0
akcdent,accident,10,2
chautqua,chautauqua,0,0
aclomplished,accomplished,1,1
apselutely,absolutely,1,1
acount,account,100,4
bealove,above,1000000,64
aturely,accrued,0,0
acordence,accordance,1,1
shautalkwa,chautauqua,0,0
acomton,accustomed,0,0
satuarday,saturday,1,1
christain,christian,100,4
accolegement,acknowledgement,1000,8
aquaint,acquaint,1,1
comdash,accomplished,0,0
acommodation,accommodation,1,1
hitlar,hitler,1,1
accostioum,accustomed,0,0
ecomodyley,acknowledging,0,0
ecnowledging,acknowledging,0,0
ecknowlging,acknowledging,0,0
ill,i'll,0,0
aboat,above,0,0
acostomed,accustomed,10,2
iev,i've,0,0
iresh,irish,10,2
absred,absurd,10000000000000,8192
accsident,accident,1,1
