ab,albert,0,0
apirl,april,0,0
ameraca,america,1,1
amercia,america,100,4
canda,canada,1000000,64
ameracan,american,1,1
austrain,austrian,1000,8
badcock,badcock's,0,0
botuania,botswana,0,0
cambrige,cambridge,1,1
chata,chautauqua,0,0
bechuarnia_land,bechuanaland,0,0
chaqua,chautauqua,0,0
chalktwa,chautauqua,0,0
chatacqua,chautauqua,0,0
chataqua,chautauqua,0,0
chatalkwa,chautauqua,0,0
chataque,chautauqua,0,0
chactuquoe,chautauqua,0,0
chatacque,chautauqua,0,0
chataukwa,chautauqua,0,0
chataukowa,chautauqua,0,0
chatocqua,chautauqua,0,0
chateau,chautauqua,0,0
chatauwkwa,chautauqua,0,0
chatogua,chautauqua,0,0
chatuaca,chautauqua,0,0
chattakqua,chautauqua,0,0
chatwakwa,chautauqua,0,0
chatoukouv,chautauqua,0,0
chauta,chautauqua,0,0
chautakye,chautauqua,0,0
chauetouequa,chautauqua,0,0
chautaqua,chautauqua,0,0
chautiqua,chautauqua,0,0
chautqua,chautauqua,0,0
chautogqwa,chautauqua,0,0
chawtawque,chautauqua,0,0
chawtakque,chautauqua,0,0
cheautauqua,chautauqua,0,0
chautauchua,chautauqua,0,0
chicahwa,chautauqua,0,0
chictocua,chautauqua,0,0
chetoquoi,chautauqua,0,0
chetdacowa,chautauqua,0,0
chicugta,chautauqua,0,0
chistupa,chautauqua,0,0
chitacque,chautauqua,0,0
chitalka,chautauqua,0,0
chitalkwa,chautauqua,0,0
chitaqua,chautauqua,0,0
chottago,chautauqua,0,0
chitoqua,chautauqua,0,0
chtacu,chautauqua,0,0
chittiqua,chautauqua,0,0
chitauqua,chautauqua,0,0
chouativa,chautauqua,0,0
chochatta,chautauqua,0,0
chuatuaque,chautauqua,0,0
cuhtawa,chautauqua,0,0
chutouko,chautauqua,0,0
chuatackqua,chautauqua,0,0
chuatuaton,chautauqua,0,0
schtaka,chautauqua,0,0
chutaciqwa,chautauqua,0,0
quatauqua,chautauqua,0,0
shatacua,chautauqua,0,0
shatakiwa,chautauqua,0,0
shataqua,chautauqua,0,0
sheto,chautauqua,0,0
shawtapwa,chautauqua,0,0
shautalkwa,chautauqua,0,0
shawtowa,chautauqua,0,0
shitaka,chautauqua,0,0
shawtachwa,chautauqua,0,0
catauqua,chautauqua,0,0
showtalkwa,chautauqua,0,0
showtalkaw,chautauqua,0,0
showtucwa,chautauqua,0,0
chataqua,chautauqua,0,0
chataque,chautauqua,0,0
chatacuia,chautauqua,0,0
chatauqua,chautauqua,0,0
chacactur,chautauqua,0,0
chatauchuia,chautauqua,0,0
chautaucua,chautauqua,0,0
chictique,chautauqua,0,0
chautauqua,chautauqua,0,0
chitacwa,chautauqua,0,0
chtoawa,chautauqua,0,0
chetickway,chautauqua,0,0
chitiquea,chautauqua,0,0
sechectaquka,chautauqua,0,0
crist,christ,100,4
chituaquea,chautauqua,0,0
shatakwa,chautauqua,0,0
shtalkwa,chautauqua,0,0
sutalkway,chautauqua,0,0
christain,christian,100,4
chrismas,christmas,1,1
christ_mas,christmas,1,1
christmis,christmas,1,1
des.,dec,0,0
decmber,december,1,1
cristmus,christmas,100,4
cristmas,christmas,1,1
doc,dr,0,0
cinderrella,cinderella,1,1
desember,december,1,1
fab,feb,100000,32
ester,easter,1000000,64
ester,easter,1000000,64
dunstan,dunstan's,0,0
estwood,eastwood,0,0
inglish,english,1,1
ingish,english,1000000,64
febuary,february,1,1
draculla's,dracula's,0,0
franch,french,10000000,128
fench,french,1000000,64
feirne,french,0,0
a,i,0,0
feburary,february,1,1
feburay,february,10000000000,1024
firday,friday,100000000,256
freach,french,1000,8
hallowen,hallowe'en,1000,8
has,i,0,0
i,i,1,1
he,i,0,0
and,i,0,0
are,i,0,0
hitlar,hitler,1,1
if,i,0,0
is,i,0,0
it,i,0,0
ld,i,0,0
iy,i,0,0
we,i,0,0
i'de,i'd,0,0
i'ed,i'd,0,0
ill,i'll,0,0
ile,i'll,0,0
i'n,i'm,0,0
i'ld,i'd,0,0
i'me,i'm,0,0
im,i'm,0,0
i'v,i've,0,0
iev,i've,0,0
jun,june,1000000000,512
jaly,july,1,1
iresh,irish,10,2
irland,ireland,10,2
luks,luke's,0,0
indian's,indians,0,0
januery,january,1,1
lester,leicester,0,0
mis,miss,100000000000,2048
mis,mr,0,0
mrs,mr,10000000,128
las_angles,los_angeles,1,1
munday,monday,100,4
miss,mrs,0,0
